,Location,Title,Price,Style,Bedrooms,Bathrooms,Size(sqft),Air Conditioned  ,Den,Bachelor/Studio
247,Kitchener, 1 bedroom 1 bathroom condo next to Victoria park, 1300, Condo, 1, 1, Limited, No,No,No
248,Kitchener, 1 bedroom available for rent in 2 bedroom basement unit, 800, Basement, 1, 1, 650, No,No,No
249,Kitchener, Brand New Beautiful & Modern 2 Bdrm Townhome - Kitchener, 2400, Townhouse, 2, 2.5, 1160, No,No,No
250,Kitchener, 265 Lawrence Avenue Apartments - 3 Bdrm available at 265 Lawrenc, 2595, Apartment, 3, 1, 1060, No,No,No
251,Kitchener, 265 Lawrence Avenue Apartments - 1 Bdrm available at 265 Lawrenc, 1790, Apartment, 1, 1, 500, No,No,No
253,Kitchener, Spacious 2 bedroom apartment for rent, 1950, Basement, 2 , 1, 1000, No,Yes,No
254,Kitchener, Beautiful 4-Bedroom House | Kitchener | September, 4000, House, 4 , 2.5, 2700, No,Yes,No
255,Kitchener, Never lived in 2 Bedroom Suites!, 2470, Apartment, 2, 2, 880, No,No,No
256,Kitchener, Brand new 1 Bed Open-Concept Layouts, 1895, Apartment, 1, 1, 550, No,No,No
257,Kitchener, Beautiful 1 Bedroom plus Den Apartment in DTK Central Frederick, 1995, Apartment, 1 , 1, 800, No,Yes,No
258,Kitchener, One Bedroom Apartment with One-Million-Dollar Views Free Rent, 1920, Apartment, 1, 1, 635, No,No,No
259,Kitchener, ACCESSIBLE ONE-BEDROOM UNIT WITH STUNNING VIEWS!, 1985, Apartment, 1, 1, N/A, No,No,No
260,Kitchener, Best Views Of The River And Two Free Months Of Rent, 2395, Apartment, 2, 2, 865, No,No,No
261,Kitchener, Spectacular 2 Bedroom | Steps to McLennan Park, 2025, Apartment, 2, 1, 770, No,No,No
262,Kitchener, One Month Free Rent in Downtown Kitchener 2-bedroom 2-bathroom, 2345, Apartment, 2, 2, 1075, No,No,No
263,Kitchener, Huge New Townhouse For Rent Backs On To A Park, 2395, Apartment, 2, 1, 950, No,No,No
264,Kitchener, Brand New Townhouse For Rent 2-Bedroom Park Views, 1995, Townhouse, 2, 1, 660, No,No,No
265,Kitchener, Brand New Townhouse For Rent. One-Bedroom One-Bathroom, 1695, Townhouse, 1, 1, 550, No,No,No
266,Kitchener, 1-BEDROOM UNIT WITH PARK VIEW!, 1650, Apartment, 1, 1, 520, No,No,No
267,Kitchener, BRAND NEW APARTMENT IN WATERLOO - ONE MONTH FREE RENT!, 2395, Apartment, 2, 1, 868, No,No,No
268,Kitchener, ONE MONTH FREE RENT! MIDTOWN WATERLOO!, 1895, Apartment, 1, 1, 664, No,No,No
269,Kitchener, BRAND NEW MIDTOWN APARTMENT ONE MONTH FREE RENT, 2395, Apartment, 2, 1, 735, No,No,No
270,Kitchener, 285 Erb St. W - 1 Bedroom Apartment for Rent, 2017, Apartment, 1, 1, 721, No,No,No
271,Kitchener, 294 Chandler Dr. - 1 Bedroom Apartment for Rent, 1838, Apartment, 1, 1, 702, No,No,No
272,Kitchener, Highland Square - 1 Bedroom Apartment for Rent, 2030, Apartment, 1, 1, 845, No,No,No
273,Kitchener, 301 & 341 Traynor Ave. / 551 & 533 Vanier Dr. - 2 Bedroom Apartm, 2084, Apartment, 2, 1, 866, No,No,No
274,Kitchener, Highland Square - 2 Bedroom Apartment for Rent, 2349, Apartment, 2, 2, 1142, No,No,No
275,Kitchener, 36 River Rd. E - 3 Bedroom Apartment for Rent, 3099, Apartment, 3, 1, 1050, No,No,No
276,Kitchener, 301 & 341 Traynor Ave. / 551 & 533 Vanier Dr. - 1 Bedroom Apartm, 1856, Apartment, 1, 1, 635, No,No,No
277,Kitchener, 607- 611 Heritage Dr. - 2 Bedroom Apartment for Rent, 2115, Apartment, 2, 1, 803, No,No,No
278,Kitchener, 545 547 & 565 Belmont  Ave. W - 1 Bedroom Apartment for Rent, 1786, Apartment, 1, 1, 670, No,No,No
279,Kitchener, 36 River Rd. E - 2 Bedroom Apartment for Rent, 2425, Apartment, 2, 1, 925, No,No,No
280,Kitchener, 294 Chandler Dr. - 2 Bedroom Apartment for Rent, 2178, Apartment, 2, 1, 881, No,No,No
283,Kitchener, Student Rentals for September (All-InclusiveClose to UW WLU), 950, Duplex/Triplex, 5+, 2, 2500, No,No,No
284,Kitchener, Collegeview Commons - 1 Armoire Bedroom in 3 Bedroom Suite Apart, 690, Apartment, 3, 2, N/A, No,No,No
286,Kitchener, New Two Bedroom Basement for Rent, 2000, Basement, 2, 1, 700, No,No,No
287,Kitchener, Now Leasing! Bright One Bedroom Suite for October!, 1865, Apartment, 1, 1, N/A, No,No,No
288,Kitchener, 265 Lawrence Avenue Apartments - 1 Bdrm available at 265 Lawrenc, 1790, Apartment, 1, 1, 500, No,No,No
289,Kitchener, Two Bedroom Suite for Rent | Located Near Belmont Village, 1949, Apartment, 2, 1, N/A, No,No,No
290,Kitchener, New 2 Bed Suites! Two Months Free* Bell Internet* Flexible Dates, 2455, Apartment, 2, 2, 767, No,No,No
291,Kitchener, 1+Den Available Sept 1 Steps from UofW and WLU, 2450, Apartment, 1 , 1, 1020, Yes,Yes,No
292,Kitchener, One Bedroom Plus Den Brand New Rental, 1895, Apartment, 1 , 1, 670, No,Yes,No
293,Kitchener, 2 Bedroom apartment available for rent., 2100, Apartment, 2 , 1, 800, No,Yes,No
294,Kitchener, 1 bedroom apartment in Uptown Waterloo, 1800, Apartment, 1, 1, Limited, No,No,No
295,Kitchener, Vanier Heights - 2 Bedroom 1 Bathroom (Large) Apartment for Ren, 2125, Apartment, 2, 1, 854, No,No,No
296,Kitchener, For Lease: 2 bedroom 1 bath on King St. in Uptown Waterloo!, 2400, Apartment, 2, 1, 1153, No,No,No
297,Kitchener, COZY 1BDRM IN DESIRABLE MOUNT HOPE AREA!, 1695, Duplex/Triplex, 1, 1, Limited, No,No,No
298,Kitchener, 1 bedroom apartment uptown Waterloo available October 1, 1500, Apartment, 1, 1, 600, No,No,No
299,Kitchener, Spacious Walkout Basement Apartment available for Oct 1st. Lease, 2100, Basement, 1, 1, Limited, No,No,No
300,Kitchener, Beautiful 2 Bedroom Condo, 2595, Condo, 2, 2, N/A, No,No,No
301,Kitchener, Brand New 2 Bedroom Suites @ OPHELIA With 2 MONTHS FREE RENT!, 2490, Condo, 2, 1.5, 795, No,No,No
302,Kitchener, TWO MONTHS FREE & NOW LEASING - 2 Bedroom Suites @ The Woodside, 2340, Condo, 2, 2, 767, No,No,No
303,Kitchener, 3 Bedroom 2 Bathroom Steps to Uptown Waterloo!!, 2900, Duplex/Triplex, 3, 1.5, 1000, No,No,No
304,Kitchener, 1 bedroom 1 bathroom condo next to Victoria park, 1300, Condo, 1, 1, Limited, No,No,No
305,Kitchener, 1 bedroom available for rent in 2 bedroom basement unit, 800, Basement, 1, 1, 650, No,No,No
306,Kitchener, Brand New Beautiful & Modern 2 Bdrm Townhome - Kitchener, 2400, Townhouse, 2, 2.5, 1160, No,No,No
307,Kitchener, 265 Lawrence Avenue Apartments - 3 Bdrm available at 265 Lawrenc, 2595, Apartment, 3, 1, 1060, No,No,No
308,Kitchener, 265 Lawrence Avenue Apartments - 1 Bdrm available at 265 Lawrenc, 1790, Apartment, 1, 1, 500, No,No,No
310,Kitchener, Spacious 2 bedroom apartment for rent, 1950, Basement, 2 , 1, 1000, No,Yes,No
311,Kitchener, Beautiful 4-Bedroom House | Kitchener | September, 4000, House, 4 , 2.5, 2700, No,Yes,No
312,Kitchener, Never lived in 2 Bedroom Suites!, 2470, Apartment, 2, 2, 880, No,No,No
313,Kitchener, Brand new 1 Bed Open-Concept Layouts, 1895, Apartment, 1, 1, 550, No,No,No
314,Kitchener, Beautiful 1 Bedroom plus Den Apartment in DTK Central Frederick, 1995, Apartment, 1 , 1, 800, No,Yes,No
315,Kitchener, One Bedroom Apartment with One-Million-Dollar Views Free Rent, 1920, Apartment, 1, 1, 635, No,No,No
316,Kitchener, ACCESSIBLE ONE-BEDROOM UNIT WITH STUNNING VIEWS!, 1985, Apartment, 1, 1, N/A, No,No,No
317,Kitchener, Best Views Of The River And Two Free Months Of Rent, 2395, Apartment, 2, 2, 865, No,No,No
318,Kitchener, Spectacular 2 Bedroom | Steps to McLennan Park, 2025, Apartment, 2, 1, 770, No,No,No
319,Kitchener, One Month Free Rent in Downtown Kitchener 2-bedroom 2-bathroom, 2345, Apartment, 2, 2, 1075, No,No,No
320,Kitchener, Huge New Townhouse For Rent Backs On To A Park, 2395, Apartment, 2, 1, 950, No,No,No
321,Kitchener, Brand New Townhouse For Rent 2-Bedroom Park Views, 1995, Townhouse, 2, 1, 660, No,No,No
322,Kitchener, Brand New Townhouse For Rent. One-Bedroom One-Bathroom, 1695, Townhouse, 1, 1, 550, No,No,No
323,Kitchener, 1-BEDROOM UNIT WITH PARK VIEW!, 1650, Apartment, 1, 1, 520, No,No,No
324,Kitchener, BRAND NEW APARTMENT IN WATERLOO - ONE MONTH FREE RENT!, 2395, Apartment, 2, 1, 868, No,No,No
325,Kitchener, ONE MONTH FREE RENT! MIDTOWN WATERLOO!, 1895, Apartment, 1, 1, 664, No,No,No
326,Kitchener, BRAND NEW MIDTOWN APARTMENT ONE MONTH FREE RENT, 2395, Apartment, 2, 1, 735, No,No,No
327,Kitchener, 285 Erb St. W - 1 Bedroom Apartment for Rent, 2017, Apartment, 1, 1, 721, No,No,No
328,Kitchener, 294 Chandler Dr. - 1 Bedroom Apartment for Rent, 1838, Apartment, 1, 1, 702, No,No,No
329,Kitchener, Highland Square - 1 Bedroom Apartment for Rent, 2030, Apartment, 1, 1, 845, No,No,No
330,Kitchener, 301 & 341 Traynor Ave. / 551 & 533 Vanier Dr. - 2 Bedroom Apartm, 2084, Apartment, 2, 1, 866, No,No,No
331,Kitchener, New 2 Bed Suites! Two Months Free* Bell Internet* Flexible Dates, 2455, Apartment, 2, 2, 767, No,No,No
332,Kitchener, Two Bedroom Suite for Rent | Located Near Belmont Village, 1949, Apartment, 2, 1, N/A, No,No,No
333,Kitchener, Beautiful 2 bedroom apartment for rent., 1750, Duplex/Triplex, 1 , 1, 700, No,Yes,No
334,Kitchener, Two Months Free Rent* Rogers Internet* Downtown Kitchener!, 2530, Apartment, 2, 1.5, 870, No,No,No
335,Kitchener, Student Rentals for September (All-InclusiveClose to UW WLU), 950, Duplex/Triplex, 5+, 2, 2500, No,No,No
337,Kitchener, 205 Brandon Ave Kitchener - 1 bedroom All Inclusive, 2045, Apartment, 1, 1, N/A, No,No,No
339,Kitchener, Studio Apt | ALL INCLUSIVE | Near Mall $250 Move-in Bonus, 1925, Apartment, 0, 1, N/A, No,No,Yes
340,Kitchener, 2 Bedroom Apartment in Kitchener - all inclusive!, 2125, Apartment, 2, 1, N/A, No,No,No
341,Kitchener, 2 Bedroom Apartment in Kitchener - Franklin Manor, 2195, Apartment, 2, 1, N/A, No,No,No
342,Kitchener, 2 Beds 2.5 Baths Townhouse for Rent, 2750, Townhouse, 2, 2.5, Limited, No,No,No
343,Kitchener, 1BR Apt | ALL INCLUSIVE - Available Oct. 1st, 1995, Apartment, 1, 1, N/A, No,No,No
344,Kitchener, 1 Bedroom Apartment in  Elmira - ALL Inclusive, 1850, Apartment, 1, 1, N/A, No,No,No
345,Kitchener, Bachelor/Studio Apartment in Elmira - ALL INCLUSIVE, 1650, Apartment, 0, 1, N/A, No,No,Yes
346,Kitchener, STUNNING 2 BED 1 BATH LEGAL DUPLEX W/ 6 STAINLESS STEEL APPL., 2249, Duplex/Triplex, 2, 1, 800, No,No,No
347,Kitchener, House for rent (all inclusive), 3450, House, 3, 2, 1700, No,No,No
348,Kitchener, 24 Mitchell St - Downtown Kitchener - Studio Apartment, 1350, Apartment, 0, 1, 400, No,No,Yes
349,Kitchener, 534 Krug Street - 2 Bedroom Bright & Spacious - Available Oct 1, 1925, Duplex/Triplex, 2, 1, Limited, No,No,No
350,Kitchener, 1 - 371 Dale Cres. - 1 Bedroom Bright & Lovely - Available Oct 1, 1699, Apartment, 1, 1, Limited, No,No,No
351,Kitchener, Gorgeous Two Bedroom Townhouse, 2500, Condo, 2, 1.5, Limited, No,No,No
352,Kitchener, Spacious Three Bedroom Plus Den In Listowel, 2700, Townhouse, 3 , 2.5, Limited, No,Yes,No
353,Kitchener, 9 - 371 Dale Cres. - 1 Bedroom Bright & Lovely - Available Oct 1, 1699, Apartment, 1, 1, Limited, No,No,No
354,Kitchener, Upper.levl.detatched home for rent, 2800, Basement, 3, 1.5, 1600, No,No,No
355,Kitchener, $1450 on Frederick st 1Bedroom Apartment, 1450, Apartment, 1, 1, 700, No,No,No
356,Kitchener, 2BED 2BATH DOWNTOWN KITCHENER, 2800, Apartment, 2, 2, 1030, No,No,No
357,Kitchener, Benjamin Road - 3 Bedroom 3.5 Bathroom Townhouse, 2900, Townhouse, 3 , 3.5, 1461, No,Yes,No
358,Kitchener, Montana Cres - 1 Bedroom 1 Bathroom Basement Apartment, 1950, Duplex/Triplex, 1, 1, N/A, No,No,No
359,Kitchener, Townhouses for Rent - Fully Renvovated, 1995, Townhouse, 2, 1, 1000, No,No,No
360,Kitchener, 2 Bedroom Basement All INCL., 1950, Basement, 2, 1, 1000, No,No,No
361,Kitchener, Cedar Creek - Unit 308 Apartment for Rent, 2244, Apartment, 2, 1, 913, Yes,No,No
362,Kitchener, Cedar Creek - Unit 502 Apartment for Rent Now $600 Off!, 2244, Apartment, 2, 1, 752, No,No,No
363,Kitchener, Cedar Creek - Unit 704 Apartment for Rent, 2397, Apartment, 2, 1, 913, No,No,No
364,Kitchener, Cedar Creek - Unit 506 Apartment for Rent, 2448, Apartment, 2, 1, 913, No,No,No
365,Kitchener, Cedar Creek - Unit 311 Apartment for Rent, 2193, Apartment, 2, 1, 784, Yes,No,No
366,Kitchener, Cedar Creek - Unit 709 Apartment for Rent, 2100, Apartment, 2, 1, 830, Yes,No,No
367,Kitchener, Cedar Creek - Unit 611 Apartment for Rent, 2244, Apartment, 2, 1, 913, No,No,No
368,Kitchener, Bloomingdale Mews 2  - The Royal Apartment for Rent, 2302, Apartment, 2, 1, 705, No,No,No
369,Kitchener, Bloomingdale Mews 2  - The Sussex Apartment for Rent, 1929, Apartment, 1, 1, 573, No,No,No
370,Kitchener, Bloomingdale Mews 2  - The Windsor Apartment for Rent, 2605, Apartment, 2, 1, 774, No,No,No
371,Kitchener, Bloomingdale Mews 2  - The Highgrove Apartment for Rent, 2500, Apartment, 2, 1, 766, No,No,No
372,Kitchener, Bloomingdale Mews 2  - The Hillsborough Apartment for Rent, 2300, Apartment, 2, 1, 705, No,No,No
373,Kitchener, Auburn Terraces - Unit 809 Apartment for Rent, 2550, Apartment, 2, 2, 975, No,No,No
374,Kitchener, Auburn Terraces - Unit 618 Apartment for Rent, 2550, Apartment, 2, 2, 1050, No,No,No
375,Kitchener, Auburn Terraces - 507 Apartment for Rent, 2550, Apartment, 2, 2, 1010, No,No,No
376,Kitchener, Now Leasing! Bright One Bedroom Suite for October!, 1865, Apartment, 1, 1, N/A, No,No,No
377,Kitchener, New 2 Bed Suites! Two Months Free* Bell Internet* Flexible Dates, 2455, Apartment, 2, 2, 767, No,No,No
378,Kitchener, 265 Lawrence Avenue Apartments - 3 Bdrm available at 265 Lawrenc, 2595, Apartment, 3, 1, 1060, No,No,No
379,Kitchener, 265 Lawrence Avenue Apartments - 1 Bdrm available at 265 Lawrenc, 1790, Apartment, 1, 1, 500, No,No,No
380,Kitchener, Two Months Free Rent* Rogers Internet* Downtown Kitchener!, 2530, Apartment, 2, 1.5, 870, No,No,No
381,Kitchener, Walk-Out Basement Lower Unit (2 Bed + 1 Bath), 2150, Basement, 2, 1, 1048, No,No,No
382,Kitchener, Looking for Large 2Br Apartment w/Wi-Fi? This is Perfect for You, 2199, Apartment, 2, 1, Limited, No,No,No
383,Kitchener, 2 Bd + Big Lounge New Corner Condo Apartment in Kitchener, 2399, Condo, 2, 1, 850, No,No,No
384,Kitchener, Vista Hill Detached House With 4 Bedrooms And Walked Up Basement, 3800, House, 4, 3, 2800, No,No,No
386,Kitchener, Iron Horse Towers - Madison Apartment for Rent, 2325, Apartment, 2, 2, 1118, No,No,No
387,Kitchener, WILLIAM ST W. (70) - 3 Bedroom Apartment for Rent, 2250, Apartment, 3, 2, N/A, No,No,No
388,Kitchener, WATERLOO (114) - 2 Bedroom House for Rent, 2400, Apartment, 2, 2, N/A, No,No,No
389,Kitchener, SUNVIEW ST (269) - 203 - 2 Bedroom Townhome for Rent, 2400, House, 2, 1, N/A, No,No,No
390,Kitchener, HILLSBOROUGH CRESCENT (70) - 2 Bedroom House for Rent, 1900, Apartment, 2, 1, N/A, No,No,No
391,Kitchener, 258 Sunview Street - A B and C - 2 Bedroom Townhome for Rent, 2200, House, 2, 1, N/A, No,No,No
392,Kitchener, Furnished One Bed avl. September - Free Internet + More, 2085, Condo, 1, 1, 818, Yes,No,No
393,Kitchener, Collegeview Commons - 1 Armoire Bedroom in 3 Bedroom Suite Apart, 690, Apartment, 3, 2, N/A, No,No,No
394,Kitchener, Bright 3+bedroom house in Vic Park Area, 2950, House, 3 , 2, Limited, No,Yes,No
395,Kitchener, 1BDRM Apartartment For Rent-Utilities Included-Available Sept 15, 1675, Apartment, 1 , 1, 900, No,Yes,No
396,Kitchener, Two Bedroom With Views Of The Grand River, 2345, Apartment, 2, 2, 865, No,No,No
398,Kitchener, 2 Bedroom apartment for Rent start 1st Sept. Larch St Waterloo, 2800, Apartment, 2, 2, 750, Yes,No,No
399,Kitchener, House for rent, 4100, House, 4, 2, 3200, Yes,No,No
400,Kitchener, Basement rental - 5 minutes from University of Waterloo, 2350, Basement, 1, 1, 1000, No,No,No
401,Kitchener, 2 Room for Lease Rent Waterloo Walk to University UW WLU 8.15, 700, Apartment, 2, 1.5, 800, No,No,No
402,Kitchener, Studio basement, 1600, Basement, 0, 1, 500, Yes,No,Yes
403,Kitchener, Duplex Basement Apartment (3Beds 1Bath), 2300, Basement, 3, 1, 1200, No,No,No
404,Kitchener, For Rent | 3-Bedroom Main Level Unit | Walk to All Amenities, 2699, Apartment, 3, 1, 1045, No,No,No
405,Kitchener, Elmira 1 Bedroom Apartment for Rent:, 1690, Apartment, 1, 1, 620, No,No,No
406,Kitchener, SHARING ROOMS NEAR LAMBTON COLLEGE SCARBOROUGH, 475, House, 3 , 2, N/A, No,Yes,No
407,Kitchener, Millwood Brownstones  - The Huron - 2 Bedroom LRG Apartment for, 1599, Apartment, 2, 1, 1045, No,No,No
408,Kitchener, Elmira 2 Bedroom Apartment for Rent:, 1790, Apartment, 2, 1, 662, No,No,No
409,Kitchener, House for Rent in Waterloo Ontario Canada, 3300, House, 4, 2.5, Limited, No,No,No
410,Kitchener, Ground Level Basement Unit with Big Windows (FEMALES ONLY), 1600, Basement, 0, 1, Limited, Yes,No,Yes
411,Kitchener, Apartment Rooms for 5 students as a group for rent, 4250, Apartment, 5+, 2, 1500, Yes,No,No
412,Kitchener, Contemporary & Stylish 3 Bedroom 2.5 Bath Semi-detached house, 3100, Townhouse, 3, 2.5, 1400, No,No,No
413,Kitchener, Brand New 2 bd Basement Apt in High Demanding Lackner Wood area, 2150, Basement, 2, 1, 850, No,No,No
414,Kitchener, Kitchener Rentals - One Bedroom - lower level- Fully Furnished, 2050, Townhouse, 3, 1.5, 850, Yes,No,No
415,Kitchener, 2 Bed+Den & 1 Bath Basement Apartment for Rent in Doon Kitchener, 2200, Basement, 2 , 1, Limited, No,Yes,No
416,Kitchener, 3 Bedroom townhouse for rent in east side of Kitchener, 2800, Townhouse, 3 , 1.5, Limited, No,Yes,No
417,Kitchener, Townhouse for rent kitchener waterloo, 3580, Townhouse, 3 , 2.5, Limited, No,Yes,No
418,Kitchener, Townhouse for rent - KW, 3480, Townhouse, 4, 2.5, Limited, No,No,No
419,Kitchener, 2 BEDROOM CONDO For SEPTEMBER 1st, 2400, Condo, 2, 1, Limited, No,No,No
420,Kitchener, 2 BED | 2 BATH | 1080 SQF Apartment for Rent, 2399, Apartment, 2, 2, 1080, No,No,No
421,Kitchener, Collegeview Commons - 1 Armoire Bedroom in 3 Bedroom Suite Apart, 690, Apartment, 3, 2, N/A, No,No,No
422,Kitchener, 265 Lawrence Avenue Apartments - 3 Bdrm available at 265 Lawrenc, 2595, Apartment, 3, 1, 1060, No,No,No
423,Kitchener, New 2 Bed Suites! Two Months Free* Bell Internet* Flexible Dates, 2455, Apartment, 2, 2, 767, No,No,No
424,Kitchener, New Modern 1 Bedroom + Den Apartment for Rent in Uptown Waterloo, 2305, Apartment, 1 , 1, 735, No,Yes,No
425,Kitchener, Student Rentals for September (All-InclusiveClose to UW WLU), 950, Duplex/Triplex, 5+, 2, 2500, No,No,No
426,Kitchener, SPACIOUS 3 BEDROOM 3 BATH DETACHED HOME FOR RENT, 4000, House, 3 , 3, 1900, No,Yes,No
427,Kitchener, 1 BR 251 Hemlock Condo for Lease Rent University UW WLU From8.20, 1350, Condo, 1, 1.5, 692, Yes,No,No
428,Kitchener, Best Place for one Group (4 students )Available from Jan. 1 2024, 850, Townhouse, 4, 1.5, 1600, No,No,No
429,Kitchener, 3 bedroom Townhouse for Rent, 2600, Townhouse, 3, 1.5, Limited, No,No,No
430,Kitchener, 2 BEDRROOM CONDO APT ï¿½ GREENSPACE ï¿½ PATIO - GREAT LOCATION, 1750, Condo, 2, 1, Limited, No,No,No
431,Kitchener, 3 Bedrooms Well-Loved Semi House in Eastbridge Waterloo for rent, 3000, House, 3, 2.5, 1810, No,No,No
432,Kitchener, Main Level Accessory Apartment, 2350, Apartment, 1, 1, 740, No,No,No
433,Kitchener, Condo for lease, 2500, Condo, 2, 2, 1000, No,No,No
434,Kitchener, ROOMS AVAILABLE FOR RENT NEAR WATERLOO UNIVERSITY  FOR  STUDENTS, 800, House, 5+, 3.5, 130, Yes,No,No
435,Kitchener, ROOMS AVAILABLE FOR RENT NEAR WATERLOO UNIVERSITY  FOR  STUDENTS, 800, House, 5+, 3.5, 130, Yes,No,No
436,Kitchener, 1 Bed 1 Bath Condo-Garment St. in Kitchener for Rent, 2200, Condo, 1, 1, 750, No,No,No
437,Kitchener, Basement Apartment-Downtown Kitchener, 1800, Basement, 2, 1, 500, Yes,No,No
438,Kitchener, FOR RENT -3 bed 2 bath house in Waterloo, 3500, House, 3, 3, 1400, No,No,No
439,Kitchener, 2 Bedroom Apartment for Rent - 10 Leacrest Crt, 2299, Apartment, 2, 1, 705, No,No,No
440,Kitchener, 3 Bedroom WALKOUT basement available for rent in Kitchener, 2625, Basement, 3 , 1, 1100, No,Yes,No
441,Kitchener, 2 Bedroom Apartment for Rent - 80 Adelaide St & 415 Belmont Av W, 2149, Apartment, 2, 1, 726, No,No,No
442,Kitchener, 1 bedroom condominium apartment for rent, 1800, Condo, 1, 1, 440, Yes,No,No
443,Kitchener, Beautiful  bright walkout basement  separate own door rent, 1800, Basement, 1 , 1, 1200, Yes,Yes,No
444,Kitchener, FOR LEASE: Semi in Kitchener 3bed/3bath, 2900, House, 3, 3, Limited, No,No,No
445,Kitchener, Townhouse for rent, 2300, Townhouse, 2, 3, Limited, No,No,No
446,Kitchener, 1602 - 55 Duke Street West, 2800, Condo, 2, 2, 1000, Yes,No,No
447,Kitchener, Beautiful 2BR 2bath condo in Huron area, 2250, Townhouse, 2, 2, 1100, No,No,No
448,Kitchener, UpTown Waterloo Charming Heritage 3+1 Bed with 2 Bath House, 3750, House, 3 , 2, Limited, No,Yes,No
449,Kitchener, 2 BED 1 BATH ï¿½ BASEMENT APT FOR RENT ï¿½ 158 TARTAN AVE KITCHENER, 2095, Basement, 2, 1, 1500, No,No,No
450,Kitchener, Waterloo four Bedroom House $2800  near three universities, 2800, House, 4, 2, 1500, Yes,No,No
451,Kitchener, Luxury Garment Street Condo- 1 Bed+1 Bath, 2200, Condo, 1, 1, 700, No,No,No
452,Kitchener, Condo for rent, 1850, Condo, 1, 1, 470, Yes,No,No
453,Kitchener, 1 YR OLD 3 BED 2 BATH MAIN FLOOR SUITE 5 S.S. APPL. SM. PET OK, 2350, Townhouse, 3, 2, 1200, No,No,No
454,Kitchener, 1 Bed 1 Bath parking patio & separate entrance (Sept/Oct), 1550, Basement, 1, 1, Limited, No,No,No
455,Kitchener, Historic 3 Bedroom Apartment For Rent Downtown Kitchener, 3450, Apartment, 3, 2, 2000, No,No,No
456,Kitchener, NEW PRIVATE & ENSUITE- 2 BEDROOMS BASEMENT APARTMENT--FOR RENT., 2000, Basement, 2, 2, 900, No,No,No
457,Kitchener, Elmira 3 Bedroom Apartment for Rent:, 2000, Apartment, 3, 1, 986, No,No,No
458,Kitchener, 5 BED 3 .5 BATH brand new Kitchener Bleams/Fisher Hallman, 3750, House, 5+, 3.5, 2529, No,No,No
459,Kitchener, 1 Bed 1 Bath Condo Downtown Kitchener Garment St. for Rent, 2200, Condo, 1, 1, Limited, No,No,No
460,Kitchener, BRAND NEW 2 BED 2 BATH MAIN FLOOR SUITE 5 S.S. APPLIANCES WOW, 2500, Townhouse, 2, 2, 1300, No,No,No
461,Kitchener, 2 bedroom apartment, 2050, Basement, 2, 1, 1000, No,No,No
462,Kitchener, Newly renovated basement suite, 1900, Basement, 1 , 1, 1500, Yes,Yes,No
463,Kitchener, Available Sep 1  Nice Bungalow in Kitchener 3 Bed + 1 Bath, 2650, House, 3, 1, 900, No,No,No
464,Kitchener, Condo for rent, 2700, Condo, 2, 1, Limited, No,No,No
465,Kitchener, 255 Northfield Condo with UG parking, 2150, Condo, 1, 1, 580, No,No,No
468,Kitchener, Executive Condo Rental ; Downtown Kitchener, 2295, Condo, 2, 1, 950, No,No,No
469,Kitchener, 265 Lawrence Avenue Apartments - 3 Bdrm available at 265 Lawrenc, 2595, Apartment, 3, 1, 1060, No,No,No
471,London, Student Living- 3 Bedroom Apartments in Downtown London, 2612, Apartment, 3, 2, N/A, No,No,No
472,London, 3-Bedroom fully furnished house for rent, 2495, House, 3 , 1, 1600, Yes,Yes,No
473,London, 2BR+ Den Executive Sunningdale Condo, 2950, Condo, 2 , 2, Limited, No,Yes,No
474,London, Quiet Family Home in Old South/Wortley Village, 2575, House, 3, 1, 1500, No,No,No
475,London, Beautiful 4BR + 2.5Bath Townhouse in North East London!, 2500, Townhouse, 4, 2.5, Limited, No,No,No
476,London, Azure Jr Penthouse 2 Bed 2 Bath + Den, 3850, Apartment, 2 , 2, 1820, No,Yes,No
477,London, Beautiful Bunglow for Rent in a Great Neighbourhood in London, 2500, House, 3 , 2, Limited, No,Yes,No
478,London, Riverside 1 Bedroom $1285, 1285, Apartment, 1, 1, 620, No,No,No
479,London, 319 WESTMINSTER AVE 2 BED 1 BATH 1630/MTH RENOVATED AUG 15, 1630, Apartment, 2, 1, 850, No,No,No
480,London, 2 BED 1 BATH BASEMENT APT  AT 298 FAIRVIEW AVE  1470/MTH  Sept 1, 1470, Apartment, 2, 1, 800, No,No,No
481,London, 3  BED 3  BATH - 3395/MTH AT 180 MILL DOWNTOWN LONDON SEPT 1, 3395, Apartment, 3, 3, 1500, No,No,No
482,London, Student Living- 2 Bedroom Apartments in Downtown London, 2066, Apartment, 2, 1, N/A, No,No,No
483,London, Student Living- 3 Bedroom Apartments in Downtown London, 2612, Apartment, 3, 2, N/A, No,No,No
484,London, Student Living- 1 Bedroom Apartments in Downtown London, 1849, Apartment, 1, 1, N/A, No,No,No
485,London, 2 Bed/2 Bath Apt.-Downtown London-Avail. Aug.15/Sep.1st. - $1699, 1699, Apartment, 2, 2, Limited, No,No,No
486,London, 3 BED 1 BATH BUNGALOW FOR RENT IN LONDON! AVAILABLE IMMEDIATELY, 2500, House, 3, 1, Limited, No,No,No
487,London, Private Room Available near Fanshawe College September 1st, 750, House, 1, 1, 1250, Yes,No,No
